,model,dataset,mse,mae,rse,corr,ddtw
0,DLinear,FOOD1.csv,0.9730545580387115,0.6041098237037659,0.41459402441978455,0.3563467216491699,0.6019921600818634
0,DLinear,FOOD2.csv,0.10957321524620056,0.2114066556096077,0.467864990234375,0.34050846099853516,0.1797625944018364
